Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Personalised Message On Cake (product.metafields.custom.personalised_message_on_cake),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Allergen information (product.metafields.shopify.allergen-information),Flavor (product.metafields.shopify.flavor),Flour/Grain type (product.metafields.shopify.flour-grain-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
viral-fruits-mix-patisseries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/ViralFruitsMixPatisseries5.jpg?v=1771322233,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,
french-patisserie-mango-delight,French Patisserie Mango Delight,"<p data-start=""378"" data-end=""561"">Indulge in tropical elegance with our <strong data-start=""416"" data-end=""451"">French Patisserie Mango Delight</strong> — a handcrafted pastry made with delicate, flaky buttery layers and filled with smooth, luscious mango cream.</p>
<p data-start=""563"" data-end=""846"">Prepared using premium ingredients and classic French baking techniques, this refined dessert offers a perfect balance of crisp golden pastry and naturally sweet, vibrant mango flavor. Each bite delivers a light, refreshing taste with a rich, creamy texture that melts in your mouth.</p>
<p data-start=""848"" data-end=""860"">Perfect for:</p>
<ul data-start=""861"" data-end=""962"">
<li data-start=""861"" data-end=""884"">
<p data-start=""863"" data-end=""884"">Summer celebrations</p>
</li>
<li data-start=""885"" data-end=""902"">
<p data-start=""887"" data-end=""902"">Afternoon tea</p>
</li>
<li data-start=""903"" data-end=""924"">
<p data-start=""905"" data-end=""924"">Special occasions</p>
</li>
<li data-start=""925"" data-end=""945"">
<p data-start=""927"" data-end=""945"">Dessert platters</p>
</li>
<li data-start=""946"" data-end=""962"">
<p data-start=""948"" data-end=""962"">Mango lovers</p>
</li>
</ul>
<p data-start=""964"" data-end=""1092"">Freshly baked for exceptional quality and presentation, this patisserie brings a luxurious tropical twist to your dessert table.</p>
<p data-start=""1094"" data-end=""1235""> Rich and creamy mango filling<br data-start=""1125"" data-end=""1128""> Flaky, buttery French pastry<br data-start=""1158"" data-end=""1161""> Freshly baked for vibrant flavor<br data-start=""1195"" data-end=""1198""> Elegant and refreshing indulgence</p>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Pastries & Scones",Viral Fruits,"#French Patisserie Mango Delight, #FrenchPatisserie, #GourmetPastry, #LuxuryDesserts, #MangoDessert, #TropicalTreat",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,7.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Frenchpatisseriemangodelight_3.jpg?v=1771338240,1,"",false,,"French Patisserie Mango Delight with flaky buttery pastry and rich mango filling. Order now for a fresh, tropical gourmet dessert experience.",,,,,,,,,,,,,,,,eggs; milk; wheat,mango,wheat,,kg,,,active
french-patisserie-mango-delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Frenchpatisseriemangodelight_1.jpg?v=1771338240,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,
french-patisserie-mango-delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Frenchpatisseriemangodelight_2.jpg?v=1771338240,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
french-patisserie-peach-delight,French Patisserie Peach Delight,"<p data-start=""371"" data-end=""563"">Enjoy a taste of elegance with our <strong data-start=""406"" data-end=""441"">French Patisserie Peach Delight</strong> — a delicately handcrafted pastry featuring golden, flaky buttery layers filled with smooth, naturally sweet peach cream.</p>
<p data-start=""565"" data-end=""854"">Made using premium ingredients and inspired by traditional French baking techniques, this refined dessert offers a perfect balance of crisp texture and fruity freshness. The soft, juicy peach flavor blends beautifully with the light, airy pastry, creating a refreshing yet indulgent treat.</p>
<p data-start=""856"" data-end=""868"">Perfect for:</p>
<ul data-start=""869"" data-end=""977"">
<li data-start=""869"" data-end=""890"">
<p data-start=""871"" data-end=""890"">Summer gatherings</p>
</li>
<li data-start=""891"" data-end=""908"">
<p data-start=""893"" data-end=""908"">Afternoon tea</p>
</li>
<li data-start=""909"" data-end=""933"">
<p data-start=""911"" data-end=""933"">Special celebrations</p>
</li>
<li data-start=""934"" data-end=""952"">
<p data-start=""936"" data-end=""952"">Dessert tables</p>
</li>
<li data-start=""953"" data-end=""977"">
<p data-start=""955"" data-end=""977"">Fruit dessert lovers</p>
</li>
</ul>
<p data-start=""979"" data-end=""1109"">Freshly baked to ensure exceptional taste and presentation, this patisserie delivers a luxurious dessert experience in every bite.</p>
<p data-start=""1111"" data-end=""1244""> Sweet and smooth peach filling<br data-start=""1143"" data-end=""1146""> Flaky, buttery French pastry<br data-start=""1176"" data-end=""1179""> Premium quality ingredients<br data-start=""1208"" data-end=""1211""> Elegant and refreshing flavor</p>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Pastries & Scones",Viral Fruits,"#French Patisserie Peach Delight, #FrenchPatisserie, #FreshlyBaked, #GourmetPastry, #LuxuryDesserts, #PeachDessert",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,4.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Frenchpatisseriepeachdelight_2.jpg?v=1771338263,1,"",false,,"French Patisserie Peach Delight with flaky buttery pastry and sweet peach filling. Order now for a fresh, handcrafted gourmet dessert.",,,,,,,,,,,,,,,,eggs; milk; wheat,peach,wheat,,kg,,,active
french-patisserie-peach-delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Frenchpatisseriepeachdelight_1.jpg?v=1771338263,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,
french-patisserie-pistachio-delight,French Patisserie Pistachio Delight,"<p data-start=""387"" data-end=""577"">Indulge in refined elegance with our <strong data-start=""424"" data-end=""463"">French Patisserie Pistachio Delight</strong> — a premium handcrafted pastry featuring delicate, flaky buttery layers filled with smooth, rich pistachio cream.</p>
<p data-start=""579"" data-end=""865"">Made using high-quality pistachios and authentic French baking techniques, this luxurious dessert delivers a perfectly balanced nutty flavor with a light, crisp texture. The golden pastry complements the creamy pistachio filling, creating a sophisticated treat that melts in your mouth.</p>
<p data-start=""867"" data-end=""879"">Perfect for:</p>
<ul data-start=""880"" data-end=""984"">
<li data-start=""880"" data-end=""904"">
<p data-start=""882"" data-end=""904"">Elegant celebrations</p>
</li>
<li data-start=""905"" data-end=""922"">
<p data-start=""907"" data-end=""922"">Afternoon tea</p>
</li>
<li data-start=""923"" data-end=""944"">
<p data-start=""925"" data-end=""944"">Special occasions</p>
</li>
<li data-start=""945"" data-end=""963"">
<p data-start=""947"" data-end=""963"">Dessert tables</p>
</li>
<li data-start=""964"" data-end=""984"">
<p data-start=""966"" data-end=""984"">Pistachio lovers</p>
</li>
</ul>
<p data-start=""986"" data-end=""1117"">Each piece is freshly baked to ensure exceptional taste, texture, and presentation — offering a truly indulgent gourmet experience.</p>
<p data-start=""1119"" data-end=""1254""> Premium pistachio filling<br data-start=""1146"" data-end=""1149""> Flaky, buttery French pastry<br data-start=""1179"" data-end=""1182""> Freshly baked for rich flavor<br data-start=""1213"" data-end=""1216""> Elegant and luxurious presentation</p>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Pastries & Scones",Viral Fruits,"#French Patisserie Pistachio Delight, #FrenchPatisserie, #FreshlyBaked, #GourmetPastry, #LuxuryDesserts, #PistachioDessert",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,6.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Frenchpatisseriepistachiodelight_2.jpg?v=1771338286,1,"",false,,French Patisserie Pistachio Delight with flaky buttery pastry and rich pistachio cream. Order now for a handcrafted luxury dessert experience.,,,,,,,,,,,,,,,,eggs; milk; nuts,,wheat,,kg,,,active
french-patisserie-pistachio-delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Frenchpatisseriepistachiodelight_1.jpg?v=1771338286,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,
french-patisserie-strawberry-delight,French Patisserie Strawberry Delight,"<p data-start=""384"" data-end=""610"">Experience the perfect harmony of sweetness and freshness with our <strong data-start=""451"" data-end=""491"">French Patisserie Strawberry Delight</strong> — a beautifully handcrafted pastry made with delicate, flaky buttery layers and filled with luscious strawberry cream.</p>
<p data-start=""612"" data-end=""909"">Prepared using premium ingredients and classic French baking techniques, this elegant dessert delivers a light, crisp texture on the outside and a smooth, fruity richness on the inside. The natural sweetness of strawberries combined with the golden pastry creates a refreshing yet indulgent treat.</p>
<p data-start=""911"" data-end=""923"">Perfect for:</p>
<ul data-start=""924"" data-end=""1031"">
<li data-start=""924"" data-end=""941"">
<p data-start=""926"" data-end=""941"">Afternoon tea</p>
</li>
<li data-start=""942"" data-end=""967"">
<p data-start=""944"" data-end=""967"">Birthday celebrations</p>
</li>
<li data-start=""968"" data-end=""990"">
<p data-start=""970"" data-end=""990"">Romantic occasions</p>
</li>
<li data-start=""991"" data-end=""1009"">
<p data-start=""993"" data-end=""1009"">Dessert tables</p>
</li>
<li data-start=""1010"" data-end=""1031"">
<p data-start=""1012"" data-end=""1031"">Strawberry lovers</p>
</li>
</ul>
<p data-start=""1033"" data-end=""1160"">Each piece is freshly baked to ensure vibrant flavor, beautiful presentation, and a luxurious dessert experience in every bite.</p>
<p data-start=""1162"" data-end=""1287""> Fresh strawberry filling<br data-start=""1188"" data-end=""1191""> Flaky, buttery French pastry<br data-start=""1221"" data-end=""1224""> Premium quality ingredients<br data-start=""1253"" data-end=""1256""> Perfect for any celebration</p>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Pastries & Scones",Viral Fruits,"#French Patisserie Strawberry Delight, #FrenchPatisserie, #FreshlyBaked, #GourmetPastry, #LuxuryDesserts, #StrawberryDessert",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,6.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Frenchpatisseriestrawberrydelight_1.jpg?v=1771321245,1,"",false,,French Patisserie Strawberry Delight with flaky buttery layers and fresh strawberry filling. Order now for a handcrafted gourmet dessert.,,,,,,,,,,,,,,,,eggs; milk; wheat,strawberry,wheat,,kg,,,active
french-patisserie-strawberry-delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Frenchpatisseriestrawberrydelight_2.jpg?v=1771321245,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,
french-patisserie-passion-fruit-delight,French Patisserie Passion Fruit Delight,"<p data-start=""394"" data-end=""598"">Discover a vibrant burst of tropical flavor with our <strong data-start=""447"" data-end=""490"">French Patisserie Passion Fruit Delight</strong> — a refined pastry crafted with delicate, buttery layers and filled with smooth, tangy passion fruit cream.</p>
<p data-start=""600"" data-end=""887"">Made using premium ingredients and inspired by authentic French baking techniques, this handcrafted dessert offers the perfect balance of sweetness and citrusy freshness. The crisp golden crust pairs beautifully with the silky passion fruit filling, creating a light yet indulgent treat.</p>
<p data-start=""889"" data-end=""901"">Perfect for:</p>
<ul data-start=""902"" data-end=""1020"">
<li data-start=""902"" data-end=""923"">
<p data-start=""904"" data-end=""923"">Summer gatherings</p>
</li>
<li data-start=""924"" data-end=""941"">
<p data-start=""926"" data-end=""941"">Afternoon tea</p>
</li>
<li data-start=""942"" data-end=""966"">
<p data-start=""944"" data-end=""966"">Special celebrations</p>
</li>
<li data-start=""967"" data-end=""993"">
<p data-start=""969"" data-end=""993"">Elegant dessert tables</p>
</li>
<li data-start=""994"" data-end=""1020"">
<p data-start=""996"" data-end=""1020"">Tropical flavor lovers</p>
</li>
</ul>
<p data-start=""1022"" data-end=""1164"">Each pastry is freshly baked to ensure exceptional taste, texture, and presentation — delivering a luxurious dessert experience in every bite.</p>
<p data-start=""1166"" data-end=""1320""> Flaky, buttery French pastry<br data-start=""1196"" data-end=""1199""> Smooth and tangy passion fruit filling<br data-start=""1239"" data-end=""1242""> Freshly baked for vibrant flavor<br data-start=""1276"" data-end=""1279""> Elegant and refreshing dessert choice</p>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Cakes & Dessert Bars > Cakes",Viral Fruits,"#French Patisserie Passion Fruit Delight, #FrenchPatisserie, #GourmetPastry, #LuxuryDesserts, #PassionFruitDessert, #TropicalFlavors",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,6.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Frenchpatisseriepassionfruitdelight_1_4c6ad813-b6b7-4ab8-b82e-0e7ff831bd91.jpg?v=1771321148,1,"",false,,French Patisserie Passion Fruit Delight with flaky pastry and tangy passion fruit filling. Order now for a fresh tropical dessert experience.,,,,,,,,,,,,,,,,,,,,kg,,,active
french-patisserie-passion-fruit-delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Frenchpatisseriepassionfruitdelight_2_8782e911-f97c-4df1-a7b3-2a88e2a59e35.jpg?v=1771321148,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,
french-patisserie-passion-fruit-delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Frenchpatisseriepassionfruitdelight_3_4add709b-34b1-40d6-84fd-fd9529cfb6a4.jpg?v=1771321148,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
french-patisserie-coco-beans-delight,French Patisserie Coco Beans Delight,"<p data-start=""380"" data-end=""579"">Indulge in deep chocolate perfection with our <strong data-start=""426"" data-end=""466"">French Patisserie Coco Beans Delight</strong> — a luxurious pastry crafted with delicate, flaky buttery layers and filled with rich, velvety cocoa bean cream.</p>
<p data-start=""581"" data-end=""883"">Made using premium cocoa beans and traditional French baking techniques, this handcrafted dessert delivers an intense chocolate aroma with a smooth, melt-in-your-mouth texture. The crisp golden pastry perfectly complements the rich cocoa filling, creating a balanced and unforgettable taste experience.</p>
<p data-start=""885"" data-end=""897"">Perfect for:</p>
<ul data-start=""898"" data-end=""1000"">
<li data-start=""898"" data-end=""918"">
<p data-start=""900"" data-end=""918"">Chocolate lovers</p>
</li>
<li data-start=""919"" data-end=""943"">
<p data-start=""921"" data-end=""943"">Special celebrations</p>
</li>
<li data-start=""944"" data-end=""962"">
<p data-start=""946"" data-end=""962"">Dinner parties</p>
</li>
<li data-start=""963"" data-end=""988"">
<p data-start=""965"" data-end=""988"">Luxury dessert tables</p>
</li>
<li data-start=""989"" data-end=""1000"">
<p data-start=""991"" data-end=""1000"">Gifting</p>
</li>
</ul>
<p data-start=""1002"" data-end=""1153"">Each piece is freshly baked to ensure maximum flavor and quality, offering a refined dessert that satisfies even the most sophisticated sweet cravings.</p>
<p data-start=""1155"" data-end=""1291""> Premium cocoa bean filling<br data-start=""1183"" data-end=""1186""> Flaky, buttery French pastry<br data-start=""1216"" data-end=""1219""> Freshly baked for rich flavor<br data-start=""1250"" data-end=""1253""> Elegant and indulgent presentation</p>",CAKE CORNER,Uncategorized,Viral Fruits,"#ChocolateDessert, #CocoaLovers, #French Patisserie Coco Beans Delight, #FrenchPatisserie, #GourmetPastry, #LuxuryDesserts",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,6.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Frenchpatisseriecocobeansdelight_4_20ddc3f9-3442-4789-8770-d875616da8ba.jpg?v=1771320873,1,"",false,,French Patisserie Coco Beans Delight with flaky pastry and rich cocoa bean filling. Order now for a handcrafted chocolate indulgence.,,,,,,,,,,,,,,,,,,,,kg,,,active
french-patisserie-coco-beans-delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Frenchpatisseriecocobeansdelight_2_e9a450e4-e18c-43f3-9dae-9c97a17c2b7a.jpg?v=1771320873,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,
french-patisserie-coco-beans-delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Frenchpatisseriecocobeansdelight_3_7c191b52-d980-4725-8b2e-568792669d10.jpg?v=1771320873,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,
french-patisserie-coco-beans-delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Frenchpatisseriecocobeansdelight1_901785c1-dae0-4586-a35f-67b7b77d435a.jpg?v=1771320856,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,
french-patisserie-coconut-delight,French Patisserie Coconut Delight,"<p data-start=""383"" data-end=""576"">Escape into a world of tropical indulgence with our <strong data-start=""435"" data-end=""472"">French Patisserie Coconut Delight</strong> — a beautifully handcrafted pastry featuring delicate, flaky layers and a rich, creamy coconut filling.</p>
<p data-start=""578"" data-end=""875"">Made with premium ingredients and inspired by classic French baking techniques, this elegant dessert offers the perfect balance of buttery crisp texture and naturally sweet coconut flavor. Each bite melts in your mouth, delivering a smooth, aromatic experience that feels both light and luxurious.</p>
<p data-start=""877"" data-end=""889"">Perfect for:</p>
<ul data-start=""890"" data-end=""1015"">
<li data-start=""890"" data-end=""907"">
<p data-start=""892"" data-end=""907"">Afternoon tea</p>
</li>
<li data-start=""908"" data-end=""939"">
<p data-start=""910"" data-end=""939"">Celebrations and gatherings</p>
</li>
<li data-start=""940"" data-end=""958"">
<p data-start=""942"" data-end=""958"">Dessert tables</p>
</li>
<li data-start=""959"" data-end=""970"">
<p data-start=""961"" data-end=""970"">Gifting</p>
</li>
<li data-start=""971"" data-end=""1015"">
<p data-start=""973"" data-end=""1015"">Coconut lovers craving something special</p>
</li>
</ul>
<p data-start=""1017"" data-end=""1130"">Freshly baked and crafted with attention to detail, this patisserie brings a refined twist to tropical sweetness.</p>
<p data-start=""1132"" data-end=""1270""> Handcrafted with premium ingredients<br data-start=""1170"" data-end=""1173""> Flaky, buttery pastry layers<br data-start=""1203"" data-end=""1206""> Smooth and rich coconut filling<br data-start=""1239"" data-end=""1242""> Perfect for any occasion</p>",CAKE CORNER,"Food, Beverages & Tobacco > Food Items > Bakery > Pastries & Scones",Viral Fruits,"#CoconutDessert, #French Patisserie Coconut Delight, #FrenchPatisserie, #GourmetPastry, #LuxuryDesserts, #TropicalTreat",true,Title,Default Title,,,,,,,,,0.0,shopify,10,deny,manual,6.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/4708/5421/files/Frenchpatisseriecoconutdelight_1.jpg?v=1771320498,1,"",false,,French Patisserie Coconut Delight with flaky buttery layers and rich coconut filling. Order now for a handcrafted tropical dessert experience.,,,,,,,,,,,,,,,,eggs; milk; wheat,coconut,wheat,,kg,,,active
